gsw;gsw;;;"Swiss German; Alemannic; Alsatian";Individual;Living;Schwiizerdütsch;;
guj;guj;;gu;Gujarati;Individual;Living;ગુજરાતી;;
gwi;gwi;;;Gwich'in;Individual;Living;Dinjii Zhu’ Ginjik;;
hai;hai;;;Haida;Macrolanguage;Living;"X̱aat Kíl; X̱aadas Kíl; X̱aayda Kil; Xaad kil";;
hat;hat;;ht;"Haitian; Haitian Creole";Individual;Living;kreyòl ayisyen;;
hau;hau;;ha;Hausa;Individual;Living;"Harshen Hausa; هَرْشَن";;
haw;haw;;;Hawaiian;Individual;Living;ʻŌlelo Hawaiʻi;;
heb;heb;;he;Hebrew;Individual;Living;עברית;;
her;her;;hz;Herero;Individual;Living;Otjiherero;;
hil;hil;;;Hiligaynon;Individual;Living;Ilonggo;;
hin;hin;;hi;Hindi;Individual;Living;हिन्दी;;
hmn;hmn;;;"Hmong; Mong";Macrolanguage;Living;"lus Hmoob; lug Moob; lol Hmongb";;
hmo;hmo;;ho;Hiri Motu;Individual;Living;;;
hrv;hrv;;hr;Croatian;Individual;Living;hrvatski;;
hsb;hsb;;;Upper Sorbian;Individual;Living;hornjoserbšćina;;
hun;hun;;hu;Hungarian;Individual;Living;magyar nyelv;;
hup;hup;;;Hupa;Individual;Living;Na:tinixwe Mixine:whe';;
hye / arm*;hye;;hy;Armenian;Individual;Living;"Հայերէն; Հայերեն";;
iba;iba;;;Iban;Individual;Living;Jaku Iban;;
ibo;ibo;;ig;Igbo;Individual;Living;Asụsụ Igbo;;
ice* / isl;isl;;is;Icelandic;Individual;Living;íslenska;;
iii;iii;;ii;"Sichuan Yi; Nuosu";Individual;Living;ꆈꌠꉙ;;
iku;iku;;iu;Inuktitut;Macrolanguage;Living;ᐃᓄᒃᑎᑐᑦ;;
ilo;ilo;;;Iloko;Individual;Living;"Pagsasao nga Ilokano; Ilokano";Ilocano;
ind;ind;;id;Indonesian;Individual;Living;bahasa Indonesia;;
inh;inh;;;Ingush;Individual;Living;ГӀалгӀай мотт;;
ipk;ipk;;ik;Inupiaq;Macrolanguage;Living;Iñupiaq;;
isl / ice*;isl;;is;Icelandic;Individual;Living;íslenska;;
ita;ita;;it;Italian;Individual;Living;"italiano; lingua italiana";;
jav;jav;;jv;Javanese;Individual;Living;ꦧꦱꦗꦮ;;
jpn;jpn;;ja;Japanese;Individual;Living;日本語;;
jpr;jpr;;;Judeo-Persian;Individual;Living;Dzhidi;;
jrb;jrb;;;Judeo-Arabic;Macrolanguage;Living;عربية يهودية / ערבית יהודית;;
kaa;kaa;;;Kara-Kalpak;Individual;Living;"Qaraqalpaq tili; Қарақалпақ тили";Karakalpak;
kab;kab;;;Kabyle;Individual;Living;"Tamaziɣt Taqbaylit; Tazwawt";;
kac;kac;;;"Kachin; Jingpho";Individual;Living;Jingpho;;
kal;kal;;kl;"Kalaallisut; Greenlandic";Individual;Living;;;
kam;kam;;;Kamba;Individual;Living;;;
kan;kan;;kn;Kannada;Individual;Living;ಕನ್ನಡ;;
kas;kas;;ks;Kashmiri;Individual;Living;कॉशुर / كأشُر;;
kat / geo*;kat;;ka;Georgian;Individual;Living;ქართული;;
kau;kau;;kr;Kanuri;Macrolanguage;Living;;;
kaz;kaz;;kk;Kazakh;Individual;Living;қазақ тілі / qazaq tili;;
kbd;kbd;;;Kabardian;Individual;Living;Адыгэбзэ (Къэбэрдейбзэ);;
kha;kha;;;Khasi;Individual;Living;কা কতিয়েন খাশি;;
khm;khm;;km;Central Khmer;Individual;Living;ភាសាខ្មែរ;;
kik;kik;;ki;"Kikuyu; Gikuyu";Individual;Living;Gĩkũyũ;;
kin;kin;;rw;Kinyarwanda;Individual;Living;;;
kir;kir;;ky;"Kirghiz; Kyrgyz";Individual;Living;"кыргызча; кыргыз тили";;
kmb;kmb;;;Kimbundu;Individual;Living;;;
kok;kok;;;Konkani;Macrolanguage;Living;कोंकणी;;
kom;kom;;kv;Komi;Macrolanguage;Living;Коми кыв;;
kon;kon;;kg;Kongo;Macrolanguage;Living;;;
kor;kor;;ko;Korean;Individual;Living;한국어;;
kos;kos;;;Kosraean;Individual;Living;;;
kpe;kpe;;;Kpelle;Macrolanguage;Living;Kpɛlɛwoo;;
krc;krc;;;Karachay-Balkar;Individual;Living;"Къарачай-Малкъар тил; Таулу тил";;
krl;krl;;;Karelian;Individual;Living;"karjal; kariela; karjala";;
kru;kru;;;Kurukh;Individual;Living;कुड़ुख़;;
kua;kua;;kj;"Kuanyama; Kwanyama";Individual;Living;;;
kum;kum;;;Kumyk;Individual;Living;къумукъ тил/qumuq til;;
kur;kur;;ku;Kurdish;Macrolanguage;Living;Kurdî / کوردی;;
kut;kut;;;Kutenai;Individual;Living;;;
lad;lad;;;Ladino;Individual;Living;Judeo-español;Judaeo-Spanish;
lah;lah;;;Lahnda;Macrolanguage;Living;بھارت کا;Western Punjabi;
lam;lam;;;Lamba;Individual;Living;;;
lao;lao;;lo;Lao;Individual;Living;ພາສາລາວ;;
lav;lav;;lv;Latvian;Macrolanguage;Living;Latviešu valoda;;
lez;lez;;;Lezghian;Individual;Living;Лезги чӏал;Lezgian;
lim;lim;;li;"Limburgan; Limburger; Limburgish";Individual;Living;Lèmburgs;;
lin;lin;;ln;Lingala;Individual;Living;;;
lit;lit;;lt;Lithuanian;Individual;Living;lietuvių kalba;;
lol;lol;;;Mongo;Individual;Living;Lomongo;;
loz;loz;;;Lozi;Individual;Living;;;
ltz;ltz;;lb;"Luxembourgish; Letzeburgesch";Individual;Living;Lëtzebuergesch;;
lua;lua;;;Luba-Lulua;Individual;Living;Tshiluba;Luba-Kasai;
lub;lub;;lu;Luba-Katanga;Individual;Living;Kiluba;;
lug;lug;;lg;Ganda;Individual;Living;Luganda;Luganda;
lun;lun;;;Lunda;Individual;Living;Chilunda;;
luo;luo;;;Luo (Kenya and Tanzania);Individual;Living;Dholuo;;
lus;lus;;;Lushai;Individual;Living;Mizo ṭawng;Mizo;
mac* / mkd;mkd;;mk;Macedonian;Individual;Living;македонски јазик;;
mad;mad;;;Madurese;Individual;Living;Madhura;;
mag;mag;;;Magahi;Individual;Living;मगही;;
mah;mah;;mh;Marshallese;Individual;Living;Kajin M̧ajeļ;;
mai;mai;;;Maithili;Individual;Living;"मैथिली; মৈথিলী";;
mak;mak;;;Makasar;Individual;Living;Basa Mangkasara' / ᨅᨔ ᨆᨀᨔᨑ;Makassarese;
mal;mal;;ml;Malayalam;Individual;Living;മലയാളം;;
man;man;;;Mandingo;Macrolanguage;Living;Mandi'nka kango;Manding;
mao* / mri;mri;;mi;Maori;Individual;Living;Te Reo Māori;;
mar;mar;;mr;Marathi;Individual;Living;मराठी;;
mas;mas;;;Masai;Individual;Living;ɔl;;
may* / msa;msa;;ms;Malay;Macrolanguage;Living;Bahasa Melayu;;
mdf;mdf;;;Moksha;Individual;Living;мокшень кяль;;
mdr;mdr;;;Mandar;Individual;Living;;;
men;men;;;Mende;Individual;Living;Mɛnde yia;;
mic;mic;;;"Mi'kmaq; Micmac";Individual;Living;Míkmawísimk;;
min;min;;;Minangkabau;Individual;Living;Baso Minang;;
mkd / mac*;mkd;;mk;Macedonian;Individual;Living;македонски јазик;;
mlg;mlg;;mg;Malagasy;Macrolanguage;Living;;;
mlt;mlt;;mt;Maltese;Individual;Living;Malti;;
mnc;mnc;;;Manchu;Individual;Living;ᠮᠠᠨᠵᡠ ᡤᡳᠰᡠᠨ;;
mni;mni;;;Manipuri;Individual;Living;;Meitei;
moh;moh;;;Mohawk;Individual;Living;Kanien’kéha;;
mon;mon;;mn;Mongolian;Macrolanguage;Living;"монгол хэл; ᠮᠣᠩᠭᠣᠯ ᠬᠡᠯᠡ";;
mos;mos;;;Mossi;Individual;Living;Mooré;;
mri / mao*;mri;;mi;Maori;Individual;Living;Te Reo Māori;;
msa / may*;msa;;ms;Malay;Macrolanguage;Living;Bahasa Melayu;;
mus;mus;;;Creek;Individual;Living;Mvskoke;Muscogee;
mwl;mwl;;;Mirandese;Individual;Living;"mirandés; lhéngua mirandesa";;
mwr;mwr;;;Marwari;Macrolanguage;Living;मारवाड़ी;;
mya / bur*;mya;;my;Burmese;Individual;Living;"မြန်မာစာ; မြန်မာစကား";Myanmar;
myv;myv;;;Erzya;Individual;Living;эрзянь кель;;
nap;nap;;;Neapolitan;Individual;Living;napulitano;;
nau;nau;;na;Nauru;Individual;Living;dorerin Naoero;Nauruan;
nav;nav;;nv;"Navajo; Navaho";Individual;Living;"Diné bizaad; Naabeehó bizaad";;
nbl;nbl;;nr;"Ndebele, South; South Ndebele";Individual;Living;isiNdebele seSewula;Southern Ndebele;
nde;nde;;nd;"Ndebele, North; North Ndebele";Individual;Living;siNdebele saseNyakatho;Northern Ndebele;
ndo;ndo;;ng;Ndonga;Individual;Living;ndonga;;
nds;nds;;;"Low German; Low Saxon; German, Low; Saxon, Low";Individual;Living;"Plattdütsch; Plattdüütsch";;
nep;nep;;ne;Nepali;Macrolanguage;Living;नेपाली भाषा;;
new;new;;;"Nepal Bhasa; Newari";Individual;Living;नेपाल भाषा, नेवाः भाय्;Newar;
nia;nia;;;Nias;Individual;Living;Li Niha;;
niu;niu;;;Niuean;Individual;Living;ko e vagahau Niuē;;
nld / dut*;nld;;nl;"Dutch, Flemish";Individual;Living;"Nederlands; Vlaams";;
nno;nno;;nn;"Norwegian Nynorsk; Nynorsk, Norwegian";Individual;Living;nynorsk;Nynorsk;
nob;nob;;nb;"Bokmål, Norwegian; Norwegian Bokmål";Individual;Living;bokmål;Bokmål;
nog;nog;;;Nogai;Individual;Living;Ногай тили;;
nor;nor;;no;Norwegian;Macrolanguage;Living;norsk;;
nqo;nqo;;;N'Ko;Individual;Living;;;
nso;nso;;;"Pedi; Sepedi; Northern Sotho";Individual;Living;Sesotho sa Leboa;;
nya;nya;;ny;"Chichewa; Chewa; Nyanja";Individual;Living;"Chichewa; Chinyanja";;
nym;nym;;;Nyamwezi;Individual;Living;;;
nyn;nyn;;;Nyankole;Individual;Living;;Nkore;
nyo;nyo;;;Nyoro;Individual;Living;Runyoro;;
nzi;nzi;;;Nzima;Individual;Living;;Nzema;
oci;oci;;oc;"Occitan (post 1500); Provençal";Individual;Living;"occitan; lenga d'òc; provençal";;
oji;oji;;oj;Ojibwa;Macrolanguage;Living;;Ojibwe;
ori;ori;;or;Oriya;Macrolanguage;Living;ଓଡ଼ିଆ;Odia;
orm;orm;;om;Oromo;Macrolanguage;Living;Afaan Oromoo;;
osa;osa;;;Osage;Individual;Living;Wazhazhe ie / 𐓏𐓘𐓻𐓘𐓻𐓟 𐒻𐓟;;
oss;oss;;os;"Ossetian; Ossetic";Individual;Living;Ирон æвзаг;;
pag;pag;;;Pangasinan;Individual;Living;Salitan Pangasinan;;
pam;pam;;;"Pampanga; Kapampangan";Individual;Living;"Amánung Kapampangan; Amánung Sísuan";;
pan;pan;;pa;"Panjabi; Punjabi";Individual;Living;ਪੰਜਾਬੀ / پنجابی;;
pap;pap;;;Papiamento;Individual;Living;Papiamentu;;
pau;pau;;;Palauan;Individual;Living;a tekoi er a Belau;;
per* / fas;fas;;fa;Persian;Macrolanguage;Living;فارسی;;
pol;pol;;pl;Polish;Individual;Living;Język polski;;
pon;pon;;;Pohnpeian;Individual;Living;;;
por;por;;pt;Portuguese;Individual;Living;português;;
pus;pus;;ps;"Pushto; Pashto";Macrolanguage;Living;پښتو;;
que;que;;qu;Quechua;Macrolanguage;Living;"Runa simi; kichwa simi; Nuna shimi";;
raj;raj;;;Rajasthani;Macrolanguage;Living;राजस्थानी;;
rap;rap;;;Rapanui;Individual;Living;Vananga rapa nui;;
rar;rar;;;"Rarotongan; Cook Islands Maori";Individual;Living;Māori Kūki 'Āirani;;
roh;roh;;rm;Romansh;Individual;Living;"Rumantsch; Rumàntsch; Romauntsch; Romontsch";;
rom;rom;;;Romany;Macrolanguage;Living;romani čhib;Romani;
ron / rum*;ron;;ro;"Romanian; Moldavian; Moldovan";Individual;Living;limba română;;
rum* / ron;ron;;ro;"Romanian; Moldavian; Moldovan";Individual;Living;limba română;;
run;run;;rn;Rundi;Individual;Living;Ikirundi;Kirundi;
rup;rup;;;"Aromanian; Arumanian; Macedo-Romanian";Individual;Living;"armãneashce; armãneashti; rrãmãneshti";;
rus;rus;;ru;Russian;Individual;Living;русский язык;;
sad;sad;;;Sandawe;Individual;Living;Sandaweeki;;
sag;sag;;sg;Sango;Individual;Living;yângâ tî sängö;;
sah;sah;;;Yakut;Individual;Living;Сахалыы;;
sas;sas;;;Sasak;Individual;Living;;;
sat;sat;;;Santali;Individual;Living;ᱥᱟᱱᱛᱟᱲᱤ;;
scn;scn;;;Sicilian;Individual;Living;Sicilianu;;
sco;sco;;;Scots;Individual;Living;"Braid Scots; Lallans";;
sel;sel;;;Selkup;Individual;Living;;;
shn;shn;;;Shan;Individual;Living;ၵႂၢမ်းတႆးယႂ်;;
sid;sid;;;Sidamo;Individual;Living;Sidaamu Afoo;;
sin;sin;;si;"Sinhala; Sinhalese";Individual;Living;සිංහල;;
slo* / slk;slk;;sk;Slovak;Individual;Living;"slovenčina; slovenský jazyk";;
slk / slo*;slk;;sk;Slovak;Individual;Living;"slovenčina; slovenský jazyk";;
slv;slv;;sl;Slovenian;Individual;Living;"slovenski jezik; slovenščina";Slovene;
sma;sma;;;Southern Sami;Individual;Living;Åarjelsaemien gïele;;
sme;sme;;se;Northern Sami;Individual;Living;davvisámegiella;;
smj;smj;;;Lule Sami;Individual;Living;julevsámegiella;;
smn;smn;;;Inari Sami;Individual;Living;anarâškielâ;;
smo;smo;;sm;Samoan;Individual;Living;Gagana faʻa Sāmoa;;
sms;sms;;;Skolt Sami;Individual;Living;sääʹmǩiõll;;
sna;sna;;sn;Shona;Individual;Living;chiShona;;
snd;snd;;sd;Sindhi;Individual;Living;سنڌي / सिन्धी / ਸਿੰਧੀ;;
snk;snk;;;Soninke;Individual;Living;Sooninkanxanne;;
som;som;;so;Somali;Individual;Living;af Soomaali;;
sot;sot;;st;Sotho, Southern;Individual;Living;Sesotho [southern];;
spa;spa;;es;"Spanish; Castilian";Individual;Living;"español; castellano";;
sqi / alb*;sqi;;sq;Albanian;Macrolanguage;Living;Shqip;;
srd;srd;;sc;Sardinian;Macrolanguage;Living;"sardu; limba sarda; lingua sarda";;
srn;srn;;;Sranan Tongo;Individual;Living;;;
srp;srp;;sr;Serbian;Individual;Living;српски / srpski;;
srr;srr;;;Serer;Individual;Living;Seereer;;
ssw;ssw;;ss;Swati;Individual;Living;siSwati;Swazi;
suk;suk;;;Sukuma;Individual;Living;Kɪsukuma;;
sun;sun;;su;Sundanese;Individual;Living;ᮘᮞ ᮞᮥᮔ᮪ᮓ / Basa Sunda;;
sus;sus;;;Susu;Individual;Living;Sosoxui;;
swa;swa;;sw;Swahili;Macrolanguage;Living;Kiswahili;;
swe;swe;;sv;Swedish;Individual;Living;svenska;;
syr;syr;;;Syriac;Macrolanguage;Living;ܠܫܢܐ ܣܘܪܝܝܐ;;
tah;tah;;ty;Tahitian;Individual;Living;"Reo Tahiti; Reo Mā'ohi";;
tam;tam;;ta;Tamil;Individual;Living;தமிழ்;;
tat;tat;;tt;Tatar;Individual;Living;татар теле / tatar tele / تاتار;;
tel;tel;;te;Telugu;Individual;Living;తెలుగు;;
tem;tem;;;Timne;Individual;Living;KʌThemnɛ;Temne;
ter;ter;;;Tereno;Individual;Living;Terêna;Terena;
tet;tet;;;Tetum;Individual;Living;Lia-Tetun;;
tgk;tgk;;tg;Tajik;Individual;Living;тоҷикӣ / tojikī;;
tgl;tgl;;tl;Tagalog;Individual;Living;Wikang Tagalog;;
tha;tha;;th;Thai;Individual;Living;ภาษาไทย;;
tib* / bod;bod;;bo;Tibetan;Individual;Living;"བོད་སྐད་; ལྷ་སའི་སྐད་";;
tig;tig;;;Tigre;Individual;Living;"ትግረ; ትግሬ; ኻሳ; ትግራይት";;
tir;tir;;ti;Tigrinya;Individual;Living;ትግርኛ;;
tiv;tiv;;;Tiv;Individual;Living;;;
tkl;tkl;;;Tokelau;Individual;Living;;Tokelauan;
tli;tli;;;Tlingit;Individual;Living;Lingít;;
tmh;tmh;;;Tamashek;Macrolanguage;Living;;Tamasheq;
tog;tog;;;Tonga (Nyasa);Individual;Living;chiTonga;;
ton;ton;;to;Tonga (Tonga Islands);Individual;Living;lea faka-Tonga;Tongan;
tpi;tpi;;;Tok Pisin;Individual;Living;;;
tsi;tsi;;;Tsimshian;Individual;Living;;;
tsn;tsn;;tn;Tswana;Individual;Living;Setswana;;
tso;tso;;ts;Tsonga;Individual;Living;Xitsonga;;
tuk;tuk;;tk;Turkmen;Individual;Living;"Türkmençe / Түркменче / تورکمن تیلی ,تورکمنچه; türkmen dili / түркмен дили";;
tum;tum;;;Tumbuka;Individual;Living;chiTumbuka;;
tur;tur;;tr;Turkish;Individual;Living;Türkçe;;
tvl;tvl;;;Tuvalu;Individual;Living;"Te Ggana Tuuvalu; Te Gagana Tuuvalu";Tuvaluan;
twi;twi;;tw;Twi;Individual;Living;;;
tyv;tyv;;;Tuvinian;Individual;Living;тыва дыл;Tuvan;
udm;udm;;;Udmurt;Individual;Living;удмурт кыл;;
uig;uig;;ug;"Uighur; Uyghur";Individual;Living;"ئۇيغۇرچە ; ئۇيغۇر تىلى";;
ukr;ukr;;uk;Ukrainian;Individual;Living;українська мова;;
umb;umb;;;Umbundu;Individual;Living;Úmbúndú;;
urd;urd;;ur;Urdu;Individual;Living;اُردُو;;
uzb;uzb;;uz;Uzbek;Macrolanguage;Living;"Oʻzbekcha / ўзбекча / ئوزبېچه; oʻzbek tili / ўзбек тили / ئوبېک تیلی";;
vai;vai;;;Vai;Individual;Living;ꕙꔤ;;
ven;ven;;ve;Venda;Individual;Living;Tshivenḓa;;
vie;vie;;vi;Vietnamese;Individual;Living;Tiếng Việt;;
vot;vot;;;Votic;Individual;Living;vađđa ceeli;;
wal;wal;;;Walamo;Individual;Living;;;
war;war;;;Waray;Individual;Living;"Winaray; Samareño; Lineyte-Samarnon; Binisayâ nga Winaray; Binisayâ nga Samar-Leyte; “Binisayâ nga Waray”";;
was;was;;;Washo;Individual;Living;wá:šiw ʔítlu;;
wel* / cym;cym;;cy;Welsh;Individual;Living;"Cymraeg; y Gymraeg";;
wln;wln;;wa;Walloon;Individual;Living;Walon;;
wol;wol;;wo;Wolof;Individual;Living;;;
